,material,critical_temp
1755,Y1Ba1.8La0.2Cu3O6.8,47.2
1756,Y1Ba1.8La0.2Cu3O6.81,91.7
1757,Y1Ba1.8La0.2Cu3O6.85,51.4
1758,Y1Ba1.8La0.2Cu3O6.9,61.4
1759,Y1Ba1.8La0.2Cu3O6.95,78.0
1760,Y1Ba1.8La0.2Cu3O6.96,80.0
1761,Y1Ba1.8La0.2Cu3O7,79.05
1762,Y1Ba1.8La0.2Cu3O7.013,80.5
1763,Y1Ba1.8La0.2Cu3O7.03,88.85
1764,Y1Ba1.8La0.2Cu3O7.05,77.3
1765,Y1Ba1.8Rb0.2Cu3O6.56,90.55
1766,Y1Ba1.8Sc0.2Cu3O6.64,88.8
1767,Y1Ba1.8Sr0.2Cu3O6.8,90.5
1768,Y1Ba1.8Sr0.2Cu3O6.98,89.0
1769,Y1Ba1.8Sr0.2Cu3O7,87.5
1770,Y1Ba1.925La0.075Cu3O6.9,99.0
1771,Y1Ba1.92La0.08Cu3O6.96,94.0
1772,Y1Ba1.92La0.08Cu3O6.965,92.6
1773,Y1Ba1.94La0.06Cu3O6.96,94.0
1774,Y1Ba1.95Cs0.05Cu3O7,85.5
1775,Y1Ba1.95Cu2.95Co0.05O6.9,70.0
1776,Y1Ba1.95Cu2.95Co0.05O7,90.0
1777,Y1Ba1.95La0.05Cu3O6.89,86.0
1778,Y1Ba1.95La0.05Cu3O6.9,99.0
1779,Y1Ba1.95La0.05Cu3O6.96,93.8
1780,Y1Ba1.95La0.05Cu3O6.98,89.65
1781,Y1Ba1.96La0.04Cu3O6.96,93.6
1782,Y1Ba1.96Sr0.04Cu3O6.98,91.8
1783,Y1Ba1.96Sr0.04Cu3O7,90.0
1784,Y1Ba1.975La0.025Cu3O6.95,99.0
1785,Y1Ba1.97La0.03Cu3O6.96,93.2
1786,Y1Ba1.98La0.02Cu3O6.96,92.6
1787,Y1Ba1.99Cu2.847Ag0.153O6.7,86.0
1788,Y1Ba1.99La0.01Cu3O6.96,92.1
1789,Y1Ba1.9Ca0.1Cu3O6.84,85.0
1790,Y1Ba1.9Cs0.1Cu3O6.65,93.45
1791,Y1Ba1.9Cu2.9Co0.1O6.92,66.0
1792,Y1Ba1.9Cu2.9Co0.1O7.02,89.0
1793,Y1Ba1.9K0.1Cu3O6.61,92.7
1794,Y1Ba1.9K0.1Cu3O6.9,91.5
1795,Y1Ba1.9La0.1Cu3O6.5,32.9
1796,Y1Ba1.9La0.1Cu3O6.6,50.6
1797,Y1Ba1.9La0.1Cu3O6.7,54.5
1798,Y1Ba1.9La0.1Cu3O6.73,92.85
1799,Y1Ba1.9La0.1Cu3O6.8,57.9
1800,Y1Ba1.9La0.1Cu3O6.85,67.0
1801,Y1Ba1.9La0.1Cu3O6.9,88.4
1802,Y1Ba1.9La0.1Cu3O6.92,90.0
1803,Y1Ba1.9La0.1Cu3O6.96,93.5
1804,Y1Ba1.9La0.1Cu3O6.975,93.9
1805,Y1Ba1.9La0.1Cu3O6.99,90.675
1806,Y1Ba1.9La0.1Cu3O7,92.35
1807,Y1Ba1.9La0.1Cu3O7.06,91.9
1808,Y1Ba1.9Rb0.1Cu3O6.52,93.35
1809,Y1Ba1.9Sc0.1Cu3O6.55,88.95
1810,Y1Ba1.9Sr0.1Cu3O6.89,89.0
1811,Y1Ba1.9Sr0.1Cu3O7,88.0
1812,Y1Ba1Sr1Cu2.75Sn0.25O7.16,40.9
1813,Y1Ba1Sr1Cu2.75Sn0.25O7.163,40.9
1814,Y1Ba1Sr1Cu2.85Sn0.15O7.06,63.8
1815,Y1Ba1Sr1Cu2.85Sn0.15O7.062,63.7
1816,Y1Ba1Sr1Cu2.8Mo0.2O7.3,68.0
1817,Y1Ba1Sr1Cu2.8Sn0.2O7.12,49.8
1818,Y1Ba1Sr1Cu2.8Sn0.2O7.122,49.3
1819,Y1Ba1Sr1Cu2.95Mo0.05O7.07,85.0
1820,Y1Ba1Sr1Cu2.95Sn0.05O6.96,73.80000000000001
1821,Y1Ba1Sr1Cu2.975Sn0.025O6.91,76.3
1822,Y1Ba1Sr1Cu2.975Sn0.025O6.92,77.0
1823,Y1Ba1Sr1Cu2.9Mo0.1O7.16,86.0
1824,Y1Ba1Sr1Cu2.9Sn0.1O7,69.1
1825,Y1Ba1Sr1Cu2.9Sn0.1O7.001,68.6
1826,Y1Ba1Sr1Cu3O6.685,34.0
1827,Y1Ba1Sr1Cu3O6.8,67.5
1828,Y1Ba1Sr1Cu3O6.83,58.5
1829,Y1Ba1Sr1Cu3O6.88,75.6
1830,Y1Ba1Sr1Cu3O6.899,80.2
1831,Y1Ba1Sr1Cu3O6.9,92.0
1832,Y1Ba1Sr1Cu3O6.91,81.0
1833,Y1Ba1Sr1Cu3O6.93,80.8
1834,Y1Ba1Sr1Cu3O6.94,79.0
1835,Y1Ba1Sr1Cu3O6.947,83.3
1836,Y1Ba1Sr1Cu3O6.96,83.5
1837,Y1Ba1Sr1Cu3O6.98,82.8
1838,Y1Ba1Sr1Cu3O7,81.0
1839,Y1Ba2.01Cu2.7Co0.3O6.8,36.0
1840,Y1Ba2.01Cu2.806Cr0.194O7.3,62.0
1841,Y1Ba2.01Cu2.81Ni0.19O6.7,65.0
1842,Y1Ba2.02Cu2.18Zn0.82O7,30.0
1843,Y1Ba2Cu2.05Al0.95O6.7,63.0
1844,Y1Ba2Cu2.3Fe0.7O7.484,60.0
1845,Y1Ba2Cu2.4Fe0.6O7.453,62.0
1846,Y1Ba2Cu2.4Ga0.6O7,63.31
1847,Y1Ba2Cu2.4Mn0.6O7,84.0
1848,Y1Ba2Cu2.4Ni0.6O6.94,66.0
1849,Y1Ba2Cu2.52Al0.48O6.74,68.0
1850,Y1Ba2Cu2.55Ga0.45O7,65.36
1851,Y1Ba2Cu2.55Mn0.45O7,86.0
1852,Y1Ba2Cu2.55Ni0.45O7,45.0
1853,Y1Ba2Cu2.58Fe0.42O7,24.7
1854,Y1Ba2Cu2.5Fe0.5O7.35,80.0
1855,Y1Ba2Cu2.5Fe0.5O7.413,80.0
1856,Y1Ba2Cu2.5Ni0.5O7,57.05
1857,Y1Ba2Cu2.61Ga0.39O7,64.8
1858,Y1Ba2Cu2.64Co0.36O7.03,22.0
1859,Y1Ba2Cu2.64Fe0.36O7,32.0
1860,Y1Ba2Cu2.64Fe0.36O7.12,32.0
1861,Y1Ba2Cu2.67Ga0.33O7,65.64
1862,Y1Ba2Cu2.68Fe0.32O6.999,26.0
1863,Y1Ba2Cu2.68Fe0.32O7.343,82.0
1864,Y1Ba2Cu2.697Mn0.303O6.9,63.0
1865,Y1Ba2Cu2.6Al0.4O7,42.0
1866,Y1Ba2Cu2.6Co0.4O7.03,11.3
1867,Y1Ba2Cu2.6Fe0.4O7,31.0
1868,Y1Ba2Cu2.6Fe0.4O7.401,82.0
1869,Y1Ba2Cu2.6Ni0.4O7,64.5
1870,Y1Ba2Cu2.72Ni0.28O7,51.0
1871,Y1Ba2Cu2.737Zn0.262O7,8.0
1872,Y1Ba2Cu2.73Fe0.27O7.1,69.0
1873,Y1Ba2Cu2.73Ga0.27O7,67.04
1874,Y1Ba2Cu2.745Fe0.255O7.08,53.0
1875,Y1Ba2Cu2.745Zn0.255O7,5.7
1876,Y1Ba2Cu2.74Fe0.26O7,55.6
1877,Y1Ba2Cu2.75Al0.25O7,80.8
1878,Y1Ba2Cu2.75Co0.25O7.06,66.2
1879,Y1Ba2Cu2.75Ni0.25O7,63.9
1880,Y1Ba2Cu2.76Al0.24O7,72.1
1881,Y1Ba2Cu2.76Co0.24O6.999,50.7
1882,Y1Ba2Cu2.76Fe0.24O7,48.65
1883,Y1Ba2Cu2.76Ga0.24O7,58.745000000000005
1884,Y1Ba2Cu2.76Ni0.24O7,71.5
1885,Y1Ba2Cu2.76Zn0.24O7,17.216666666666665
1886,Y1Ba2Cu2.775Co0.225O6.99,58.0
1887,Y1Ba2Cu2.775Fe0.225O7,59.86666666666667
1888,Y1Ba2Cu2.775Ni0.225O7,68.0
1889,Y1Ba2Cu2.775Zn0.225O6.93,25.0
1890,Y1Ba2Cu2.775Zn0.225O7,29.7
1891,Y1Ba2Cu2.78Fe0.22O7,64.0
1892,Y1Ba2Cu2.799Fe0.201O7,39.0
1893,Y1Ba2Cu2.79Co0.21O7,31.55
1894,Y1Ba2Cu2.79Ga0.21O7,76.91
1895,Y1Ba2Cu2.79Li0.21O7,53.0
1896,Y1Ba2Cu2.79Zn0.21O6.95,20.0
1897,Y1Ba2Cu2.79Zn0.21O6.97,14.2
1898,Y1Ba2Cu2.79Zn0.21O7,25.520000000000003
1899,Y1Ba2Cu2.7Al0.3O6.99,73.0
1900,Y1Ba2Cu2.7Al0.3O7,59.4
1901,Y1Ba2Cu2.7Co0.3O6.88,22.0
1902,Y1Ba2Cu2.7Co0.3O6.93,16.9
1903,Y1Ba2Cu2.7Co0.3O7.11,36.0
1904,Y1Ba2Cu2.7Fe0.3O7,24.96
1905,Y1Ba2Cu2.7Fe0.3O7.1,69.0
1906,Y1Ba2Cu2.7Fe0.3O7.15,36.0
1907,Y1Ba2Cu2.7Ga0.3O6.93,75.0
1908,Y1Ba2Cu2.7Ga0.3O7,53.56666666666666
1909,Y1Ba2Cu2.7In0.3O6.9,90.0
1910,Y1Ba2Cu2.7Mn0.3O7,89.0
1911,Y1Ba2Cu2.7Ni0.3O6.88,73.0
1912,Y1Ba2Cu2.7Ni0.3O6.9,46.0
1913,Y1Ba2Cu2.7Ni0.3O6.97,50.2
1914,Y1Ba2Cu2.7Ni0.3O7,60.0
1915,Y1Ba2Cu2.7Zn0.3O6.74,45.0
1916,Y1Ba2Cu2.7Zn0.3O6.92,47.2
1917,Y1Ba2Cu2.7Zn0.3O7,23.0
1918,Y1Ba2Cu2.805Fe0.195O7,55.5
1919,Y1Ba2Cu2.829Zn0.171O7,2.2
1920,Y1Ba2Cu2.82Al0.18O7,52.699999999999996
1921,Y1Ba2Cu2.82Co0.18O7,46.0
1922,Y1Ba2Cu2.82Fe0.18O6.895,87.7
1923,Y1Ba2Cu2.82Fe0.18O6.95,75.6
1924,Y1Ba2Cu2.82Fe0.18O7,73.1
1925,Y1Ba2Cu2.82Ga0.18O7,68.72
1926,Y1Ba2Cu2.82Ni0.18O7,70.1
1927,Y1Ba2Cu2.82Zn0.06O7,29.9
1928,Y1Ba2Cu2.82Zn0.18O7,37.895
1929,Y1Ba2Cu2.835Fe0.165O6.98,69.3
1930,Y1Ba2Cu2.83Fe0.17O7,72.0
1931,Y1Ba2Cu2.841Co0.159O6.8,54.0
1932,Y1Ba2Cu2.844Fe0.156O7,57.0
1933,Y1Ba2Cu2.84Fe0.16O6.959,53.0
1934,Y1Ba2Cu2.84Fe0.16O7.303,85.0
1935,Y1Ba2Cu2.85Ag0.15O7,90.0
1936,Y1Ba2Cu2.85Co0.15O6.92,71.0
1937,Y1Ba2Cu2.85Co0.15O7,57.1
1938,Y1Ba2Cu2.85Co0.15O7.03,65.0
1939,Y1Ba2Cu2.85Fe0.024Zn0.126O7,47.2
1940,Y1Ba2Cu2.85Fe0.049Zn0.101O7,46.6
1941,Y1Ba2Cu2.85Fe0.075Zn0.075O7,50.0
1942,Y1Ba2Cu2.85Fe0.097Zn0.052O7,59.0
1943,Y1Ba2Cu2.85Fe0.126Zn0.024O7,67.9
1944,Y1Ba2Cu2.85Fe0.15O7,62.97142857142857
1945,Y1Ba2Cu2.85Fe0.15O7.02,76.0
1946,Y1Ba2Cu2.85Ga0.025Ni0.124O7,74.4
1947,Y1Ba2Cu2.85Ga0.025Zn0.124O7,54.2
1948,Y1Ba2Cu2.85Ga0.049Ni0.101O7,70.7
1949,Y1Ba2Cu2.85Ga0.049Zn0.101O7,63.0
1950,Y1Ba2Cu2.85Ga0.075Ni0.075O7,65.0
1951,Y1Ba2Cu2.85Ga0.075Zn0.075O7,66.3
1952,Y1Ba2Cu2.85Ga0.097Ni0.052O7,66.6
1953,Y1Ba2Cu2.85Ga0.101Zn0.049O7,63.7
1954,Y1Ba2Cu2.85Ga0.126Ni0.024O7,74.4
1955,Y1Ba2Cu2.85Ga0.126Zn0.024O7,66.3
1956,Y1Ba2Cu2.85Ga0.15O7,75.28428571428572
1957,Y1Ba2Cu2.85Gd0.15O7,44.1
1958,Y1Ba2Cu2.85Mn0.15O7,87.49000000000001
1959,Y1Ba2Cu2.85Ni0.025Zn0.124O7,47.9
1960,Y1Ba2Cu2.85Ni0.051Zn0.099O7,52.5
1961,Y1Ba2Cu2.85Ni0.075Zn0.075O7,58.0
1962,Y1Ba2Cu2.85Ni0.101Zn0.049O7,62.0
1963,Y1Ba2Cu2.85Ni0.124Zn0.025O7,64.6
1964,Y1Ba2Cu2.85Ni0.15O6.78,41.3
1965,Y1Ba2Cu2.85Ni0.15O6.84,75.0
1966,Y1Ba2Cu2.85Ni0.15O6.9,73.0
1967,Y1Ba2Cu2.85Ni0.15O6.97,77.2
1968,Y1Ba2Cu2.85Ni0.15O7,73.675
1969,Y1Ba2Cu2.85Zn0.036Ga0.114O7,55.1
1970,Y1Ba2Cu2.85Zn0.075Ga0.075O7,42.3
1971,Y1Ba2Cu2.85Zn0.114Ga0.036O7,40.2
1972,Y1Ba2Cu2.85Zn0.15O6.85,47.6
1973,Y1Ba2Cu2.85Zn0.15O6.9,32.5
1974,Y1Ba2Cu2.85Zn0.15O6.95,39.2
1975,Y1Ba2Cu2.85Zn0.15O6.97,39.0
1976,Y1Ba2Cu2.85Zn0.15O7,41.7025
1977,Y1Ba2Cu2.85Zr0.15O7,82.5
1978,Y1Ba2Cu2.865Al0.135O7,45.0
1979,Y1Ba2Cu2.868Zn0.132O7,19.3
1980,Y1Ba2Cu2.871Co0.129O7,68.0
1981,Y1Ba2Cu2.87Al0.13O7,45.0
1982,Y1Ba2Cu2.87Fe0.13O7,75.75
1983,Y1Ba2Cu2.885Zn0.195O7,32.4
1984,Y1Ba2Cu2.88Al0.12O7,65.86666666666666
1985,Y1Ba2Cu2.88Co0.12O7,77.7
1986,Y1Ba2Cu2.88Fe0.12O7,69.75714285714285
1987,Y1Ba2Cu2.88Ga0.12O7,74.045
1988,Y1Ba2Cu2.88Ni0.12O7,68.32000000000001
1989,Y1Ba2Cu2.88Ni0.18O7,77.2
1990,Y1Ba2Cu2.88P0.12O7,75.985
1991,Y1Ba2Cu2.88Ti0.12O6.88,68.4
1992,Y1Ba2Cu2.88Zn0.12O6.92,53.0
1993,Y1Ba2Cu2.88Zn0.12O6.95,64.0
1994,Y1Ba2Cu2.88Zn0.12O7,51.403333333333336
1995,Y1Ba2Cu2.88Zr0.12O7,84.0
1996,Y1Ba2Cu2.892Zn0.108O7,48.0
1997,Y1Ba2Cu2.895Fe0.105O7,68.56
1998,Y1Ba2Cu2.895Mn0.105O7,86.765
1999,Y1Ba2Cu2.89Al0.11O7,82.0
2000,Y1Ba2Cu2.89Co0.11O7,64.0
2001,Y1Ba2Cu2.8Al0.2O6.91,85.0
2002,Y1Ba2Cu2.8Co0.2O6.83,53.0
2003,Y1Ba2Cu2.8Co0.2O7.04,53.0
2004,Y1Ba2Cu2.8Cr0.2O7,87.5
2005,Y1Ba2Cu2.8Fe0.2O6.76,27.8
2006,Y1Ba2Cu2.8Fe0.2O6.8,43.9
2007,Y1Ba2Cu2.8Fe0.2O6.85,57.7
2008,Y1Ba2Cu2.8Fe0.2O6.9,58.8
2009,Y1Ba2Cu2.8Fe0.2O6.93,49.0
2010,Y1Ba2Cu2.8Fe0.2O7,64.0
2011,Y1Ba2Cu2.8Ga0.2O7,68.0
2012,Y1Ba2Cu2.8Ni0.2O6.82,45.0
2013,Y1Ba2Cu2.8Ni0.2O7,71.45
2014,Y1Ba2Cu2.8Zn0.2O6.79,45.0
2015,Y1Ba2Cu2.8Zn0.2O6.85,30.69
2016,Y1Ba2Cu2.8Zn0.2O6.88,54.7
2017,Y1Ba2Cu2.901Co0.099O7,70.0
2018,Y1Ba2Cu2.901Fe0.099O7,62.0
2019,Y1Ba2Cu2.901Zn0.099O7,37.5
2020,Y1Ba2Cu2.909Zn0.091O7,55.0
2021,Y1Ba2Cu2.919Zn0.081O6.7,17.0
2022,Y1Ba2Cu2.919Zn0.081O6.75,20.0
2023,Y1Ba2Cu2.919Zn0.081O6.8,24.0
2024,Y1Ba2Cu2.919Zn0.081O6.83,28.0
2025,Y1Ba2Cu2.919Zn0.081O7,47.4
2026,Y1Ba2Cu2.91Co0.09O7,70.0
2027,Y1Ba2Cu2.91Fe0.09O6.83,60.0
2028,Y1Ba2Cu2.91Fe0.09O7,82.8
2029,Y1Ba2Cu2.91Ga0.09O7,80.60499999999999
2030,Y1Ba2Cu2.91Ni0.09O7,76.0
2031,Y1Ba2Cu2.91P0.09O7,80.97
2032,Y1Ba2Cu2.91Ti0.09O6.9,74.1
2033,Y1Ba2Cu2.91Zn0.09O6.6,6.0
2034,Y1Ba2Cu2.91Zn0.09O6.65,10.0
2035,Y1Ba2Cu2.91Zn0.09O6.68,35.0
2036,Y1Ba2Cu2.91Zn0.09O6.7,20.0
2037,Y1Ba2Cu2.91Zn0.09O6.73,25.0
2038,Y1Ba2Cu2.91Zn0.09O6.75,23.0
2039,Y1Ba2Cu2.91Zn0.09O6.77,30.0
2040,Y1Ba2Cu2.91Zn0.09O6.83,45.0
2041,Y1Ba2Cu2.91Zn0.09O6.9,74.6
2042,Y1Ba2Cu2.91Zn0.09O6.93,55.0
2043,Y1Ba2Cu2.91Zn0.09O6.95,56.0
2044,Y1Ba2Cu2.91Zn0.09O7,56.66166666666666
2045,Y1Ba2Cu2.925Co0.075O6.97,92.0
2046,Y1Ba2Cu2.925Fe0.075O7,84.8
2047,Y1Ba2Cu2.925Mn0.075O7,87.875
2048,Y1Ba2Cu2.925Ni0.075O7,81.05
2049,Y1Ba2Cu2.925Zn0.075O6.85,63.6
2050,Y1Ba2Cu2.925Zn0.075O6.94,65.0
2051,Y1Ba2Cu2.925Zn0.075O7,59.6
2052,Y1Ba2Cu2.92Fe0.08O7,86.2
2053,Y1Ba2Cu2.92Zn0.08O7,62.1
2054,Y1Ba2Cu2.931Zn0.069O6.6,20.0
2055,Y1Ba2Cu2.931Zn0.069O6.7,28.0
2056,Y1Ba2Cu2.93Fe0.03O7,90.1
2057,Y1Ba2Cu2.948Zn0.052O7,73.0
2058,Y1Ba2Cu2.949Co0.051O7,81.0
2059,Y1Ba2Cu2.949Fe0.051O7,78.0
2060,Y1Ba2Cu2.949Zn0.051O7,62.7
2061,Y1Ba2Cu2.94Al0.06O7,83.65
2062,Y1Ba2Cu2.94Co0.06O7,78.3
2063,Y1Ba2Cu2.94Cr0.06O7,84.0
2064,Y1Ba2Cu2.94Fe0.06H0.4O7,47.0
2065,Y1Ba2Cu2.94Fe0.06O6.85,85.0
2066,Y1Ba2Cu2.94Fe0.06O6.89,87.5
2067,Y1Ba2Cu2.94Fe0.06O6.929,85.0
2068,Y1Ba2Cu2.94Fe0.06O6.954,76.6
2069,Y1Ba2Cu2.94Fe0.06O7,79.46666666666668
2070,Y1Ba2Cu2.94Fe0.06O7.254,91.0
2071,Y1Ba2Cu2.94Ga0.06O7,87.29666666666667
2072,Y1Ba2Cu2.94Li0.06O6.6,26.0
2073,Y1Ba2Cu2.94Li0.06O7,78.0
2074,Y1Ba2Cu2.94Mn0.06O7,91.005
2075,Y1Ba2Cu2.94Ni0.06O6.56,37.5
2076,Y1Ba2Cu2.94Ni0.06O6.6,40.1
2077,Y1Ba2Cu2.94Ni0.06O6.64,43.1
2078,Y1Ba2Cu2.94Ni0.06O6.7,47.4
2079,Y1Ba2Cu2.94Ni0.06O6.78,64.6
2080,Y1Ba2Cu2.94Ni0.06O6.9,86.3
2081,Y1Ba2Cu2.94Ni0.06O6.94,83.5
2082,Y1Ba2Cu2.94Ni0.06O6.97,85.0
2083,Y1Ba2Cu2.94Ni0.06O7,80.01428571428572
2084,Y1Ba2Cu2.94Ni0.06O7.01,85.0
2085,Y1Ba2Cu2.94P0.06O7,88.259
2086,Y1Ba2Cu2.94Ti0.06O6.91,77.0
2087,Y1Ba2Cu2.94Zn0.06O6.59,18.75
2088,Y1Ba2Cu2.94Zn0.06O6.63,25.0
2089,Y1Ba2Cu2.94Zn0.06O6.65,18.9
2090,Y1Ba2Cu2.94Zn0.06O6.68,22.5
2091,Y1Ba2Cu2.94Zn0.06O6.7,23.0
2092,Y1Ba2Cu2.94Zn0.06O6.73,35.0
2093,Y1Ba2Cu2.94Zn0.06O6.75,37.0
2094,Y1Ba2Cu2.94Zn0.06O6.76,41.1
2095,Y1Ba2Cu2.94Zn0.06O6.77,44.0
2096,Y1Ba2Cu2.94Zn0.06O6.83,55.0
2097,Y1Ba2Cu2.94Zn0.06O6.84,60.8
2098,Y1Ba2Cu2.94Zn0.06O6.9,73.55
2099,Y1Ba2Cu2.94Zn0.06O6.93,75.0
2100,Y1Ba2Cu2.94Zn0.06O6.95,65.0
2101,Y1Ba2Cu2.94Zn0.06O6.96,71.0
2102,Y1Ba2Cu2.94Zn0.06O6.97,67.6
2103,Y1Ba2Cu2.94Zn0.06O7,67.03
2104,Y1Ba2Cu2.94Zr0.06O6.81,92.3
2105,Y1Ba2Cu2.954Zn0.047O7,73.8
2106,Y1Ba2Cu2.955Au0.045O7,91.5
2107,Y1Ba2Cu2.955Co0.045O7,94.4
2108,Y1Ba2Cu2.955Fe0.045O6.89,72.0
2109,Y1Ba2Cu2.955Fe0.045O6.93,91.4
2110,Y1Ba2Cu2.955Fe0.045O7,75.575
2111,Y1Ba2Cu2.955Mn0.045O7,91.12
2112,Y1Ba2Cu2.955Ni0.045O6.95,86.2
2113,Y1Ba2Cu2.955Zn0.045O7,68.55
2114,Y1Ba2Cu2.95Al0.05O6.93,91.0
2115,Y1Ba2Cu2.95Al0.05O7,88.0
2116,Y1Ba2Cu2.95Co0.05O6.88,91.2
2117,Y1Ba2Cu2.95Co0.05O6.92,94.3
2118,Y1Ba2Cu2.95Fe0.05O6.55,17.8
2119,Y1Ba2Cu2.95Fe0.05O6.6,26.2
2120,Y1Ba2Cu2.95Fe0.05O6.64,37.4
2121,Y1Ba2Cu2.95Fe0.05O6.69,43.5
2122,Y1Ba2Cu2.95Fe0.05O6.73,52.7
2123,Y1Ba2Cu2.95Fe0.05O6.79,67.6
2124,Y1Ba2Cu2.95Fe0.05O6.84,76.4
2125,Y1Ba2Cu2.95Fe0.05O6.9,88.7
2126,Y1Ba2Cu2.95Fe0.05O6.92,91.8
2127,Y1Ba2Cu2.95Ga0.05O6.69,88.0
2128,Y1Ba2Cu2.95Gd0.05O7,44.8
2129,Y1Ba2Cu2.95Ni0.05O6.93,80.0
2130,Y1Ba2Cu2.95Ni0.05O6.94,85.0
2131,Y1Ba2Cu2.95Ni0.05O7,87.65
2132,Y1Ba2Cu2.95Zn0.05O6.52,23.0
2133,Y1Ba2Cu2.95Zn0.05O6.56,24.0
2134,Y1Ba2Cu2.95Zn0.05O6.62,21.0
2135,Y1Ba2Cu2.95Zn0.05O6.63,25.0
2136,Y1Ba2Cu2.95Zn0.05O6.69,25.0
2137,Y1Ba2Cu2.95Zn0.05O6.7,25.0
2138,Y1Ba2Cu2.95Zn0.05O6.72,35.0
2139,Y1Ba2Cu2.95Zn0.05O6.75,48.0
2140,Y1Ba2Cu2.95Zn0.05O6.8,60.0
2141,Y1Ba2Cu2.95Zn0.05O6.85,66.19
2142,Y1Ba2Cu2.95Zn0.05O6.94,73.9
2143,Y1Ba2Cu2.961Co0.039O7,93.0
2144,Y1Ba2Cu2.961Zn0.039O6.7,38.0
2145,Y1Ba2Cu2.961Zn0.039O6.78,42.9
2146,Y1Ba2Cu2.96Co0.04O7,91.5
2147,Y1Ba2Cu2.96Fe0.04O7,90.0
2148,Y1Ba2Cu2.96Zn0.04O7,75.1
2149,Y1Ba2Cu2.975Ni0.025O7,86.5
2150,Y1Ba2Cu2.975Zn0.025O6.85,72.85
2151,Y1Ba2Cu2.975Zn0.025O6.93,82.8
2152,Y1Ba2Cu2.9775Zn0.0225O6.93,83.0
2153,Y1Ba2Cu2.979Zn0.021O7,82.1
2154,Y1Ba2Cu2.97Al0.03O7,86.1
2155,Y1Ba2Cu2.97Co0.03O6.96,92.0
2156,Y1Ba2Cu2.97Co0.03O7,90.5
2157,Y1Ba2Cu2.97Fe0.03O7,87.73333333333333
2158,Y1Ba2Cu2.97Ga0.03O7,90.88
2159,Y1Ba2Cu2.97Gd0.03O7,40.4
2160,Y1Ba2Cu2.97Li0.03O6.6,41.0
2161,Y1Ba2Cu2.97Li0.03O7,86.0
2162,Y1Ba2Cu2.97Mn0.03O7,91.235
2163,Y1Ba2Cu2.97Ni0.03O6.94,88.5
2164,Y1Ba2Cu2.97Ni0.03O7,87.0
2165,Y1Ba2Cu2.97P0.03O7,96.663
2166,Y1Ba2Cu2.97Ti0.03O6.92,82.0
2167,Y1Ba2Cu2.97Zn0.03O6.59,38.7
2168,Y1Ba2Cu2.97Zn0.03O6.63,42.5
2169,Y1Ba2Cu2.97Zn0.03O6.67,39.8
2170,Y1Ba2Cu2.97Zn0.03O6.68,41.0
2171,Y1Ba2Cu2.97Zn0.03O6.7,50.0
2172,Y1Ba2Cu2.97Zn0.03O6.75,58.0
2173,Y1Ba2Cu2.97Zn0.03O6.76,61.4
2174,Y1Ba2Cu2.97Zn0.03O6.77,67.0
2175,Y1Ba2Cu2.97Zn0.03O6.85,77.0
2176,Y1Ba2Cu2.97Zn0.03O6.9,81.0
2177,Y1Ba2Cu2.97Zn0.03O6.93,81.0
2178,Y1Ba2Cu2.97Zn0.03O6.95,81.0
2179,Y1Ba2Cu2.97Zn0.03O6.97,79.1
2180,Y1Ba2Cu2.97Zn0.03O6.98,80.0
2181,Y1Ba2Cu2.97Zn0.03O7,77.73875
2182,Y1Ba2Cu2.982Zn0.018O6.75,57.8
2183,Y1Ba2Cu2.982Zn0.018O6.78,56.0
2184,Y1Ba2Cu2.982Zn0.018O6.9,89.2
2185,Y1Ba2Cu2.982Zn0.018O7,82.0
2186,Y1Ba2Cu2.984Zn0.016O7,84.0
2187,Y1Ba2Cu2.985Fe0.015O7,90.75
2188,Y1Ba2Cu2.985Ni0.015O6.92,90.5
2189,Y1Ba2Cu2.985Zn0.015O6.95,86.0
2190,Y1Ba2Cu2.985Zn0.015O7,81.6
2191,Y1Ba2Cu2.988Zn0.012O6.75,62.0
2192,Y1Ba2Cu2.988Zn0.012O7,85.0
2193,Y1Ba2Cu2.98Co0.02O6.9,93.4
2194,Y1Ba2Cu2.98Fe0.02O6.93,90.4
2195,Y1Ba2Cu2.98Fe0.02O7,92.05000000000001
2196,Y1Ba2Cu2.98Gd0.02O7,42.5
2197,Y1Ba2Cu2.98Ni0.02O6.94,86.0
2198,Y1Ba2Cu2.98Ni0.02O6.95,87.5
2199,Y1Ba2Cu2.98Ni0.02O7,91.6
2200,Y1Ba2Cu2.98Zn0.02O7,84.83333333333333
2201,Y1Ba2Cu2.98Zr0.02O6.84,90.2
2202,Y1Ba2Cu2.98Zr0.2O6.75,89.8
2203,Y1Ba2Cu2.9907Zn0.0093O6.95,88.0
2204,Y1Ba2Cu2.9925Zn0.0075O6.92,88.0
2205,Y1Ba2Cu2.993Zn0.007O7,84.0
2206,Y1Ba2Cu2.994Zn0.006O6.63,60.0
2207,Y1Ba2Cu2.9955Zn0.0045O6.95,90.0
2208,Y1Ba2Cu2.99Gd0.01O7,44.4
2209,Y1Ba2Cu2.99Zn0.01O7,87.55
2210,Y1Ba2Cu2.9Al0.1O6.93,92.0
2211,Y1Ba2Cu2.9Al0.1O7,75.0
2212,Y1Ba2Cu2.9Al0.1O7.1,85.0
2213,Y1Ba2Cu2.9Co0.1O6.82,73.0
